response_id,ts_iso,participant_id,source,screen_id,condition,image_shown,decision,rt_ms
3dc5f45b298d4049945bd41ad99c1b43,2026-07-19T05:43:40,synth_0001,synthetic,ONE_8.png,manipulated,/content/acmwork/iteration2/data/own_screenshots/ONE_8.png,1,2299
0c85c79bfcd7454b8f58ee059aec0c91,2026-07-19T05:43:40,synth_0002,synthetic,communication_27--boss-revolution-0-37_221f.jpg,neutralized,/content/acmwork/iteration3/data/neutralized/communication_27--boss-revolution-0-37_221f.jpg,0,2976
a5e704c2960d4eb291904afc9fc5b0ba,2026-07-19T05:43:40,synth_0002,synthetic,1089.jpg,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/mobile/images/1089.jpg,0,3014
31a28310b43e4c0c86412a35948870fc,2026-07-19T05:43:40,synth_0002,synthetic,americanapprel.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/americanapprel.png,0,1820
10b40a3b969249f6813181b6388666d2,2026-07-19T05:43:40,synth_0002,synthetic,urbanedcsupply.com.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/urbanedcsupply.com.png,1,2585
363f52dd9dae4c5ab005dc6dad16e2b6,2026-07-19T05:43:40,synth_0002,synthetic,bokksu.com.png,neutralized,/content/acmwork/iteration3/data/neutralized/bokksu.com.png,0,2595
660b973721d84f5f9e491afc69998b17,2026-07-19T05:43:40,synth_0002,synthetic,FIVE_1.png,manipulated,/content/acmwork/iteration2/data/own_screenshots/FIVE_1.png,1,2774
094afe9a4cb64b44a55b04313339a2b6,2026-07-19T05:43:40,synth_0002,synthetic,THREE_7.png,manipulated,/content/acmwork/iteration2/data/own_screenshots/THREE_7.png,1,2270
b00929ba677343a9af6e161b52c3468f,2026-07-19T05:43:40,synth_0002,synthetic,13761_lRqlNk0.jpg,neutralized,/content/acmwork/iteration3/data/neutralized/13761_lRqlNk0.jpg,0,2218
1b93c2c782204d8390acb5d26bd155fc,2026-07-19T05:43:40,synth_0002,synthetic,booking.com_.png,neutralized,/content/acmwork/iteration3/data/neutralized/booking.com_.png,1,2767
0fae8696357d448eb9fb38101e1052a3,2026-07-19T05:43:40,synth_0002,synthetic,ONE_8.png,neutralized,/content/acmwork/iteration3/data/neutralized/ONE_8.png,0,2246
08cb4485f9384db69fa11cdc9d915055,2026-07-19T05:43:40,synth_0003,synthetic,communication_27--boss-revolution-0-37_221f.jpg,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/mobile/images/communication_27--boss-revolution-0-37_221f.jpg,1,1706
0c5cfb52c862440bbd3bca0554f9d3e9,2026-07-19T05:43:40,synth_0003,synthetic,1089.jpg,neutralized,/content/acmwork/iteration3/data/neutralized/1089.jpg,0,1956
c0a7fdf2484f4aeeae2dc477838e674b,2026-07-19T05:43:40,synth_0003,synthetic,americanapprel.png,neutralized,/content/acmwork/iteration3/data/neutralized/americanapprel.png,0,2286
329f680a9bde4fa1aa2ee5b4c925aa8f,2026-07-19T05:43:40,synth_0003,synthetic,urbanedcsupply.com.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/urbanedcsupply.com.png,0,2376
cf4d105560ee49f1822e2fddc2a6e365,2026-07-19T05:43:40,synth_0003,synthetic,bokksu.com.png,neutralized,/content/acmwork/iteration3/data/neutralized/bokksu.com.png,0,3004
f4ea9187ab4a4acfa57658b19b102b0f,2026-07-19T05:43:40,synth_0003,synthetic,FIVE_1.png,manipulated,/content/acmwork/iteration2/data/own_screenshots/FIVE_1.png,1,2642
ce4c456f94c54879a3753157f9ef8ef1,2026-07-19T05:43:40,synth_0003,synthetic,THREE_7.png,manipulated,/content/acmwork/iteration2/data/own_screenshots/THREE_7.png,0,2543
a323e861ea814e63a9233a94c2708984,2026-07-19T05:43:40,synth_0003,synthetic,13761_lRqlNk0.jpg,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/mobile/images/13761_lRqlNk0.jpg,0,2513
54ca35081e7446f191cec8b479f240ec,2026-07-19T05:43:40,synth_0003,synthetic,booking.com_.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/booking.com_.png,0,1885
8762e3d5e4514836a23bccd30ab523bd,2026-07-19T05:43:40,synth_0003,synthetic,ONE_8.png,manipulated,/content/acmwork/iteration2/data/own_screenshots/ONE_8.png,1,3315
ff6ac448c6bf4f9dbc8fbd6d1d1930e0,2026-07-19T05:43:40,synth_0004,synthetic,communication_27--boss-revolution-0-37_221f.jpg,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/mobile/images/communication_27--boss-revolution-0-37_221f.jpg,1,1786
0cae28e2527b4a3f825aef52b2e2de8c,2026-07-19T05:43:40,synth_0004,synthetic,1089.jpg,neutralized,/content/acmwork/iteration3/data/neutralized/1089.jpg,0,2266
bf0f04f9316d49f689eaa3cc42be918d,2026-07-19T05:43:40,synth_0004,synthetic,americanapprel.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/americanapprel.png,0,2366
e0465588ee764227831a8d61f8c38611,2026-07-19T05:43:40,synth_0004,synthetic,urbanedcsupply.com.png,neutralized,/content/acmwork/iteration3/data/neutralized/urbanedcsupply.com.png,0,2688
516af64a74d1498d8d9bd865aa10b9d2,2026-07-19T05:43:40,synth_0004,synthetic,bokksu.com.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/bokksu.com.png,1,4248
8d1647e3474c4e3386ed54949b647bd3,2026-07-19T05:43:40,synth_0004,synthetic,FIVE_1.png,neutralized,/content/acmwork/iteration3/data/neutralized/FIVE_1.png,0,1220
f1f48aa297f24902ba50e4eac84cedc2,2026-07-19T05:43:40,synth_0004,synthetic,THREE_7.png,manipulated,/content/acmwork/iteration2/data/own_screenshots/THREE_7.png,1,2250
c06be49385c84f658f7f69927fa36549,2026-07-19T05:43:40,synth_0004,synthetic,13761_lRqlNk0.jpg,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/mobile/images/13761_lRqlNk0.jpg,1,3139
44fe2b2dd08447b1ac4bbdd503468f60,2026-07-19T05:43:40,synth_0004,synthetic,booking.com_.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/booking.com_.png,1,1878
da009d99137340e29f3dfd651184a417,2026-07-19T05:43:40,synth_0004,synthetic,ONE_8.png,neutralized,/content/acmwork/iteration3/data/neutralized/ONE_8.png,0,2467
da4ae6aa4cdf4b7eb08ef6d5a44deec2,2026-07-19T05:43:40,synth_0005,synthetic,communication_27--boss-revolution-0-37_221f.jpg,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/mobile/images/communication_27--boss-revolution-0-37_221f.jpg,1,2200
2f8cccb11fda42ce82d3eb64bad82c9b,2026-07-19T05:43:40,synth_0005,synthetic,1089.jpg,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/mobile/images/1089.jpg,1,2064
dc5e5ebba5e64000ac6d1f04c1fee72e,2026-07-19T05:43:40,synth_0005,synthetic,americanapprel.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/americanapprel.png,0,3003
277f209fc310452db5466a51c5fd10c9,2026-07-19T05:43:40,synth_0005,synthetic,urbanedcsupply.com.png,neutralized,/content/acmwork/iteration3/data/neutralized/urbanedcsupply.com.png,0,2730
9c67c729c2484091ac0c8b93886ee825,2026-07-19T05:43:40,synth_0005,synthetic,bokksu.com.png,neutralized,/content/acmwork/iteration3/data/neutralized/bokksu.com.png,1,2107
d0551bdd5d00421193fc87d7a64650a5,2026-07-19T05:43:40,synth_0005,synthetic,FIVE_1.png,neutralized,/content/acmwork/iteration3/data/neutralized/FIVE_1.png,1,1764
3b7dc9d016d443ca912b3cfb9e0e634a,2026-07-19T05:43:40,synth_0005,synthetic,THREE_7.png,neutralized,/content/acmwork/iteration3/data/neutralized/THREE_7.png,0,3447
11bc607e9d534a7b92a4be7db554afac,2026-07-19T05:43:40,synth_0005,synthetic,13761_lRqlNk0.jpg,neutralized,/content/acmwork/iteration3/data/neutralized/13761_lRqlNk0.jpg,0,2671
cee845edf5fd4ef69f3c6d02184d9e1e,2026-07-19T05:43:40,synth_0005,synthetic,booking.com_.png,neutralized,/content/acmwork/iteration3/data/neutralized/booking.com_.png,0,2253
a632274c9bec4265b2beb09f128e1713,2026-07-19T05:43:40,synth_0005,synthetic,ONE_8.png,manipulated,/content/acmwork/iteration2/data/own_screenshots/ONE_8.png,1,3421
0bf824452b514d33ba4854c2dc5d01d4,2026-07-19T05:43:40,synth_0006,synthetic,communication_27--boss-revolution-0-37_221f.jpg,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/mobile/images/communication_27--boss-revolution-0-37_221f.jpg,1,3490
ef946a5407bc4ee79e5879ace33a1843,2026-07-19T05:43:40,synth_0006,synthetic,1089.jpg,neutralized,/content/acmwork/iteration3/data/neutralized/1089.jpg,1,2270
004d3a66987040058a3a44f75e3ac913,2026-07-19T05:43:40,synth_0006,synthetic,americanapprel.png,neutralized,/content/acmwork/iteration3/data/neutralized/americanapprel.png,0,3343
b44fd3dafb334aad99a9382b0569c32c,2026-07-19T05:43:40,synth_0006,synthetic,urbanedcsupply.com.png,neutralized,/content/acmwork/iteration3/data/neutralized/urbanedcsupply.com.png,0,2263
455f2ce1996b4043abc0aee6eeff7e9b,2026-07-19T05:43:40,synth_0006,synthetic,bokksu.com.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/bokksu.com.png,1,2702
aaf53a161e4d4dec94b559a58d2ce3ef,2026-07-19T05:43:40,synth_0006,synthetic,FIVE_1.png,manipulated,/content/acmwork/iteration2/data/own_screenshots/FIVE_1.png,1,2886
890d5a468e114770a154294d5cdb894f,2026-07-19T05:43:40,synth_0006,synthetic,THREE_7.png,neutralized,/content/acmwork/iteration3/data/neutralized/THREE_7.png,0,1994
6fb324778c4a4208a60f88bdfb55f12a,2026-07-19T05:43:40,synth_0006,synthetic,13761_lRqlNk0.jpg,neutralized,/content/acmwork/iteration3/data/neutralized/13761_lRqlNk0.jpg,1,2299
2624a9bf9d414a2c921550db6f2ba01c,2026-07-19T05:43:40,synth_0006,synthetic,booking.com_.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/booking.com_.png,0,2518
6aa0f0bb503d4e6db09c02e8d0e53a7f,2026-07-19T05:43:40,synth_0006,synthetic,ONE_8.png,neutralized,/content/acmwork/iteration3/data/neutralized/ONE_8.png,0,3101
fade48cfad8a48d6b69bf42c585acff7,2026-07-19T05:43:40,synth_0007,synthetic,communication_27--boss-revolution-0-37_221f.jpg,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/mobile/images/communication_27--boss-revolution-0-37_221f.jpg,1,2082
fabdda04d2534a409b4187ea8a5b00e4,2026-07-19T05:43:40,synth_0007,synthetic,1089.jpg,neutralized,/content/acmwork/iteration3/data/neutralized/1089.jpg,0,2605
00eb409b1b5044338791fe0bee867989,2026-07-19T05:43:40,synth_0007,synthetic,americanapprel.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/americanapprel.png,1,2636
1fcee5e919e14caaab5d082b2bf757cf,2026-07-19T05:43:40,synth_0007,synthetic,urbanedcsupply.com.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/urbanedcsupply.com.png,0,1988
19edf5868e084d8fa380571bf2bd798a,2026-07-19T05:43:40,synth_0007,synthetic,bokksu.com.png,neutralized,/content/acmwork/iteration3/data/neutralized/bokksu.com.png,0,2145
744cde3eeaa2472f8841a9e9fb4d8296,2026-07-19T05:43:40,synth_0007,synthetic,FIVE_1.png,manipulated,/content/acmwork/iteration2/data/own_screenshots/FIVE_1.png,1,2062
434f418ccb454c0698237951d9fe6aac,2026-07-19T05:43:40,synth_0007,synthetic,THREE_7.png,manipulated,/content/acmwork/iteration2/data/own_screenshots/THREE_7.png,1,2402
c4df0ccb46534439a1b61953a5e4ff5d,2026-07-19T05:43:40,synth_0007,synthetic,13761_lRqlNk0.jpg,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/mobile/images/13761_lRqlNk0.jpg,0,3826
7901bfdcff6b4243bfd1be42f4364347,2026-07-19T05:43:40,synth_0007,synthetic,booking.com_.png,neutralized,/content/acmwork/iteration3/data/neutralized/booking.com_.png,0,3174
a8434f3566ac4256a8c1287564bb9803,2026-07-19T05:43:40,synth_0007,synthetic,ONE_8.png,manipulated,/content/acmwork/iteration2/data/own_screenshots/ONE_8.png,0,1619
5afc07c759b345d8a2a130867eec6055,2026-07-19T05:43:40,synth_0008,synthetic,communication_27--boss-revolution-0-37_221f.jpg,neutralized,/content/acmwork/iteration3/data/neutralized/communication_27--boss-revolution-0-37_221f.jpg,0,3602
9ec8003e0a104ef3bdf4c54da1e49529,2026-07-19T05:43:40,synth_0008,synthetic,1089.jpg,neutralized,/content/acmwork/iteration3/data/neutralized/1089.jpg,1,2279
0a9139d7a00546f49e0b7ddacc176333,2026-07-19T05:43:40,synth_0008,synthetic,americanapprel.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/americanapprel.png,0,1907
17c3c99d8fc24c928d50e124aafdcad5,2026-07-19T05:43:40,synth_0008,synthetic,urbanedcsupply.com.png,neutralized,/content/acmwork/iteration3/data/neutralized/urbanedcsupply.com.png,0,2760
2bb74def208c4c79bd1a28f5efec9776,2026-07-19T05:43:40,synth_0008,synthetic,bokksu.com.png,neutralized,/content/acmwork/iteration3/data/neutralized/bokksu.com.png,1,1675
6180cb6b62104313b90713a779089406,2026-07-19T05:43:40,synth_0008,synthetic,FIVE_1.png,neutralized,/content/acmwork/iteration3/data/neutralized/FIVE_1.png,1,2639
07034866c5ae4a68a8b184210851ac19,2026-07-19T05:43:40,synth_0008,synthetic,THREE_7.png,neutralized,/content/acmwork/iteration3/data/neutralized/THREE_7.png,0,3107
c448d282ceec419fb55fbb14dab8d7ed,2026-07-19T05:43:40,synth_0008,synthetic,13761_lRqlNk0.jpg,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/mobile/images/13761_lRqlNk0.jpg,1,2531
1102d71b9ed14e16a9510e2b589235d1,2026-07-19T05:43:40,synth_0008,synthetic,booking.com_.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/booking.com_.png,0,2689
12040556b81542c1bd096540156c1110,2026-07-19T05:43:40,synth_0008,synthetic,ONE_8.png,neutralized,/content/acmwork/iteration3/data/neutralized/ONE_8.png,1,3444
ba634567ead94e0c93613dcc3f165b93,2026-07-19T05:43:40,synth_0009,synthetic,communication_27--boss-revolution-0-37_221f.jpg,neutralized,/content/acmwork/iteration3/data/neutralized/communication_27--boss-revolution-0-37_221f.jpg,0,2656
76daf63011a945bb84e016fc1cc40247,2026-07-19T05:43:40,synth_0009,synthetic,1089.jpg,neutralized,/content/acmwork/iteration3/data/neutralized/1089.jpg,0,2657
3b52abebb09e4d588330f064bb5467f9,2026-07-19T05:43:40,synth_0009,synthetic,americanapprel.png,neutralized,/content/acmwork/iteration3/data/neutralized/americanapprel.png,1,3056
5caf58de714a427eb9d1d2e4e29664a7,2026-07-19T05:43:40,synth_0009,synthetic,urbanedcsupply.com.png,neutralized,/content/acmwork/iteration3/data/neutralized/urbanedcsupply.com.png,0,2217
9870bacee21947a59f5137ae357ef3fc,2026-07-19T05:43:40,synth_0009,synthetic,bokksu.com.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/bokksu.com.png,0,2324
95eb62f74b3c4b76952ef478d1ba11b0,2026-07-19T05:43:40,synth_0009,synthetic,FIVE_1.png,neutralized,/content/acmwork/iteration3/data/neutralized/FIVE_1.png,0,2591
883b14c0f39343018770872d76ff8038,2026-07-19T05:43:40,synth_0009,synthetic,THREE_7.png,neutralized,/content/acmwork/iteration3/data/neutralized/THREE_7.png,0,2357
0d17617421f24b12bad494470e875504,2026-07-19T05:43:40,synth_0009,synthetic,13761_lRqlNk0.jpg,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/mobile/images/13761_lRqlNk0.jpg,1,2276
caba54a476e648bcbf0c99c961d1ec79,2026-07-19T05:43:40,synth_0009,synthetic,booking.com_.png,neutralized,/content/acmwork/iteration3/data/neutralized/booking.com_.png,0,3536
81655e0b699b4cf8a349ddbd63942b52,2026-07-19T05:43:40,synth_0009,synthetic,ONE_8.png,neutralized,/content/acmwork/iteration3/data/neutralized/ONE_8.png,0,2302
8c497b6478b745019918b67ae7f4f1dd,2026-07-19T05:43:40,synth_0010,synthetic,communication_27--boss-revolution-0-37_221f.jpg,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/mobile/images/communication_27--boss-revolution-0-37_221f.jpg,0,3280
ec847e0398d6498fb398261a730963f0,2026-07-19T05:43:40,synth_0010,synthetic,1089.jpg,neutralized,/content/acmwork/iteration3/data/neutralized/1089.jpg,0,3206
dfc1ca4feb714623b9464d4a5f87a4c3,2026-07-19T05:43:40,synth_0010,synthetic,americanapprel.png,neutralized,/content/acmwork/iteration3/data/neutralized/americanapprel.png,0,2763
925b1f38c036493ebffa027516a29a0b,2026-07-19T05:43:40,synth_0010,synthetic,urbanedcsupply.com.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/urbanedcsupply.com.png,0,2539
29381eb39f914d1d8a0599ff51cd4c39,2026-07-19T05:43:40,synth_0010,synthetic,bokksu.com.png,neutralized,/content/acmwork/iteration3/data/neutralized/bokksu.com.png,0,1793
e6ad2e4a493b4df1aceec9964efd2bc7,2026-07-19T05:43:40,synth_0010,synthetic,FIVE_1.png,neutralized,/content/acmwork/iteration3/data/neutralized/FIVE_1.png,0,2542
b09f913ec99b4e8cb26ebe9ff54f9643,2026-07-19T05:43:40,synth_0010,synthetic,THREE_7.png,neutralized,/content/acmwork/iteration3/data/neutralized/THREE_7.png,1,3592
f4f9a2277157424586df7ecdc19a804f,2026-07-19T05:43:40,synth_0010,synthetic,13761_lRqlNk0.jpg,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/mobile/images/13761_lRqlNk0.jpg,0,2459
f900258770884ee19e07876c811e1b02,2026-07-19T05:43:40,synth_0010,synthetic,booking.com_.png,neutralized,/content/acmwork/iteration3/data/neutralized/booking.com_.png,0,3406
35fcfc06e6ef463d9e64d6a45ea9d9bf,2026-07-19T05:43:40,synth_0010,synthetic,ONE_8.png,manipulated,/content/acmwork/iteration2/data/own_screenshots/ONE_8.png,0,1891
eb46728005ca438eb8683ec55656450b,2026-07-19T05:43:40,synth_0011,synthetic,communication_27--boss-revolution-0-37_221f.jpg,neutralized,/content/acmwork/iteration3/data/neutralized/communication_27--boss-revolution-0-37_221f.jpg,1,2687
75be7e53dd504108b7b672b731c6823b,2026-07-19T05:43:40,synth_0011,synthetic,1089.jpg,neutralized,/content/acmwork/iteration3/data/neutralized/1089.jpg,0,1125
c0e37a13baf3418b854ee8ccc1120bfe,2026-07-19T05:43:40,synth_0011,synthetic,americanapprel.png,neutralized,/content/acmwork/iteration3/data/neutralized/americanapprel.png,0,2748
9311ae1e63584e7590cd22e54d06daf2,2026-07-19T05:43:40,synth_0011,synthetic,urbanedcsupply.com.png,neutralized,/content/acmwork/iteration3/data/neutralized/urbanedcsupply.com.png,0,2145
767a80f5e3a343c485662811e143c474,2026-07-19T05:43:40,synth_0011,synthetic,bokksu.com.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/bokksu.com.png,1,3385
717bbfd202e5471490b875e41b4197f5,2026-07-19T05:43:40,synth_0011,synthetic,FIVE_1.png,neutralized,/content/acmwork/iteration3/data/neutralized/FIVE_1.png,0,2157
207da7ef3c2e48fcaaa48c9942cf812b,2026-07-19T05:43:40,synth_0011,synthetic,THREE_7.png,manipulated,/content/acmwork/iteration2/data/own_screenshots/THREE_7.png,1,2639
a2d2aaf42c084dd5beffa9404da37520,2026-07-19T05:43:40,synth_0011,synthetic,13761_lRqlNk0.jpg,neutralized,/content/acmwork/iteration3/data/neutralized/13761_lRqlNk0.jpg,1,1981
d7f4023962194e3cbcbd3b13c9782d39,2026-07-19T05:43:40,synth_0011,synthetic,booking.com_.png,neutralized,/content/acmwork/iteration3/data/neutralized/booking.com_.png,1,2730
79bc6b71dd7e4108b145978ad3d00bb3,2026-07-19T05:43:40,synth_0011,synthetic,ONE_8.png,neutralized,/content/acmwork/iteration3/data/neutralized/ONE_8.png,0,2424
6d72e697359544269f9d819892992bfc,2026-07-19T05:43:40,synth_0012,synthetic,communication_27--boss-revolution-0-37_221f.jpg,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/mobile/images/communication_27--boss-revolution-0-37_221f.jpg,0,2621
29f6f89e0aaf4427b6608aa1dbd7f4f8,2026-07-19T05:43:40,synth_0012,synthetic,1089.jpg,neutralized,/content/acmwork/iteration3/data/neutralized/1089.jpg,1,3297
563184d22945466f8f2b26fa5a1162e7,2026-07-19T05:43:40,synth_0012,synthetic,americanapprel.png,neutralized,/content/acmwork/iteration3/data/neutralized/americanapprel.png,0,2832
a68523ba7cd542cf81062ecd51ed66eb,2026-07-19T05:43:40,synth_0012,synthetic,urbanedcsupply.com.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/urbanedcsupply.com.png,0,1297
f19086699dd34f05b2d1e08b49b6e78a,2026-07-19T05:43:40,synth_0012,synthetic,bokksu.com.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/bokksu.com.png,0,2564
627a6620765848e6abbbdfe430ad55fa,2026-07-19T05:43:40,synth_0012,synthetic,FIVE_1.png,manipulated,/content/acmwork/iteration2/data/own_screenshots/FIVE_1.png,0,1749
2ce1c0fd1efc4175a9f0981624eea3b9,2026-07-19T05:43:40,synth_0012,synthetic,THREE_7.png,manipulated,/content/acmwork/iteration2/data/own_screenshots/THREE_7.png,1,2763
278c4d3848f74c7da3e618d116a4cd8e,2026-07-19T05:43:40,synth_0012,synthetic,13761_lRqlNk0.jpg,neutralized,/content/acmwork/iteration3/data/neutralized/13761_lRqlNk0.jpg,0,1652
c21022f920484822b83f99c14832a4e7,2026-07-19T05:43:40,synth_0012,synthetic,booking.com_.png,neutralized,/content/acmwork/iteration3/data/neutralized/booking.com_.png,0,2216
eb3ad691d22d4e4ea19e2f48bfc58728,2026-07-19T05:43:40,synth_0012,synthetic,ONE_8.png,manipulated,/content/acmwork/iteration2/data/own_screenshots/ONE_8.png,1,2582
70b423e149944b20ae102b221243c1f1,2026-07-19T05:43:40,synth_0013,synthetic,communication_27--boss-revolution-0-37_221f.jpg,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/mobile/images/communication_27--boss-revolution-0-37_221f.jpg,1,2077
85d061368f3d488eb225dfa36a6dba32,2026-07-19T05:43:40,synth_0013,synthetic,1089.jpg,neutralized,/content/acmwork/iteration3/data/neutralized/1089.jpg,0,2992
cf22e360c4b2412ba051a3eaa12597a9,2026-07-19T05:43:40,synth_0013,synthetic,americanapprel.png,neutralized,/content/acmwork/iteration3/data/neutralized/americanapprel.png,0,2340
c1d8c56744b84096aadd9e4c274e56ad,2026-07-19T05:43:40,synth_0013,synthetic,urbanedcsupply.com.png,manipulated,/content/acmwork/iteration2/AidUI/evaluation/evaluation_dataset/web/images/urbanedcsupply.com.png,1,1304
